'12751', 13706.837692740108
'64911', 11266.550398531106
'89805', 10715.20277911193
'6940', 10288.444013058135
'35729', 10055.904420348246
'88', 9825.093641078109
'13808', 8835.753755241567
'35376', 5078.819064737933
'67382', 4614.919987250067
'6241', 4232.186991837447
'69891', 4141.066833335932
'3998', 4002.8956942052896
'5226', 3920.0806881471062
'110903', 3903.37097574548
'92274', 3307.742389022907
'492', 3222.883343733331
'18431', 3219.7708337972263
'1276', 3046.843990148306
'511', 3045.7271047588765
'26158', 2867.561503385839
'2417', 2820.5773880788743
'16527', 2766.331703172042
'98204', 2682.2408353245705
'30225', 2622.066751193188
'677', 2485.7478927934726
'19343', 2347.229375818528
'13798', 2130.475077423333
'35375', 1951.1373979048346
'12937', 1946.9999999999961
'2014', 1912.880754928368
'7690', 1902.0095238095325
'49179', 1702.1691844176153
'12928', 1582.1807529458558
'11991', 1405.7775752177656
'9021', 1342.7142857142865
'14957', 1287.1895743749049
'11921', 1261.0480043826478
'9704', 1227.1215110998028
'4665', 1132.8859019890137
'5281', 1105.7197150072154
'10179', 984.7488806515239
'2177', 971.9969432328517
'14615', 945.5250000000073
'9964', 939.7408730158725
'21979', 878.776505683856
'26398', 849.8265923805127
'7501', 828.2784232993099
'39885', 819.5245428253342
'3972', 778.1651875901944
'39889', 730.2941861595945
'42172', 707.184505955065
'580', 702.9830065359497
'1988', 697.3717188040661
'12965', 690.2984970610428
'9903', 663.044533609671
'16210', 658.9999999999995
'16783', 648.605757375006
'13778', 646.8427639745838
'11692', 645.1159957564987
'30222', 644.6057573750109
'103447', 633.5956705885671
'28951', 602.8800937624386
'32972', 594.7254121695282
'4336', 578.080182474491
'13820', 569.5778107655356
'17175', 554.3735145573388
'2662', 546.4759367825197
'27483', 542.5728204368817
'14907', 531.6134237550812
'39124', 527.2523809523794
'27723', 493.45302573071365
'503', 463.00476190476206
'7533', 446.5000000000017
'50218', 446.0000000000017
'2765', 445.9999999999986
'456', 441.9999999999989
'5335', 439.99999999999824
'37532', 426.7230158730163
'973', 424.45809503814905
'19604', 404.04090576090414
'3994', 399.82678155178104
'4570', 376.07837301587347
'20385', 351.2304114980943
'6373', 346.1678682428676
'349', 345.761245808752
'42182', 332.69992646242764
'11036', 327.0323412698404
'213', 310.3657106782082
'13854', 306.6062475536136
'8398', 302.89935064935065
'473', 292.99419975449445
'16358', 286.89098679098663
'41854', 285.5556277056278
'4693', 278.7401745004216
'468', 277.3682539682536
'553', 273.31274739752985
'93502', 272.36825396825316
'13603', 272.20548678729614
'110522', 266.15861947324146
'6080', 265.509523809524
'5155', 258.35833333333295
'1896', 256.9823676323674
'16801', 250.79090909090942
'46117', 241.4537157287152
'433454', 229.99999999999943
'33833', 228.429166666666
'2280', 227.84444444444475
